ecole_name,ecole_more_inf_url,ecole_voir_la_fiche_url,ecole_title,ecole_ville,ecole_phone,ecole_email,ecole_region,ecole_nb_etudiants,ecole_web_site_url
CFA DIFCAM Sud-Est,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/cfa-difcam-sud-est.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/cfa-difcam-sud-est.html,DIFCAM,Champagne-au-Mont-d'Or,,,,,
Saint-Etienne School of Economics,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/institut-dadministration-des-entreprises.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/institut-dadministration-des-entreprises.html,SE²,Saint-Étienne,,,,,
Eklya School of Business Lyon,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-eklya-school-of-business-lyon-83110.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-eklya-school-of-business-lyon-83110.html,,Saint-Étienne,,,,,
UFR de chimie - Collegium sciences fondamentales,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-de-chimie-collegium-sciences-fondamentales-82743.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-de-chimie-collegium-sciences-fondamentales-82743.html,,Aubière,,,,,
"Ecole universitaire de physique et d'ingénierie - Collegium sciences fondamentales - Collegium technologie, sciences pour l'ingénieur",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-universitaire-de-physique-et-d-ingenierie-collegium-sciences-fondamentales--82739.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-universitaire-de-physique-et-d-ingenierie-collegium-sciences-fondamentales--82739.html,EUPI,Aubière,,,,,
"UFR de biologie - Collegium sciences de la vie, santé, environnement",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-de-biologie-collegium-sciences-de-la-vie-sante-environnement-82652.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-de-biologie-collegium-sciences-de-la-vie-sante-environnement-82652.html,,Aubière,,,,,
Unité de formation par apprentissage,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-unite-de-formation-par-apprentissage-82641.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-unite-de-formation-par-apprentissage-82641.html,UFA ICOF,Lyon,,,,,
"INSEEC Masters of Science, campus de Chambéry",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-inseec-masters-of-science-et-mba-campus-de-chambery-82134.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-inseec-masters-of-science-et-mba-campus-de-chambery-82134.html,,Le Bourget-du-Lac,,,,,
"INSEEC Masters of Science et MBA, campus de Lyon",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-inseec-masters-of-science-et-mba-campus-de-lyon-80891.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-inseec-masters-of-science-et-mba-campus-de-lyon-80891.html,,Lyon,,,,,
Département d'études politiques et territoriales,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-departement-d-etudes-politiques-et-territoriales-81634.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-departement-d-etudes-politiques-et-territoriales-81634.html,DEPT,Saint-Étienne,,,,,
Ecole des hautes études en sciences sociales Lyon,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-des-hautes-etudes-en-sciences-sociales-9636.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-des-hautes-etudes-en-sciences-sociales-9636.html,EHESS,Lyon,,,,,
Pôle universitaire de Vichy,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-pole-universitaire-de-vichy-78040.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-pole-universitaire-de-vichy-78040.html,,Vichy,,,,,
"Faculté de Droit, UCLy",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-droit-76910.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-droit-76910.html,,Lyon,,,,,
Faculté de théologie,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-theologie-76907.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-theologie-76907.html,,Lyon,,,,,
AgroParisTech - campus de Clermont-Ferrand,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-agroparistech-centre-de-clermont-ferrand-9752.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-agroparistech-centre-de-clermont-ferrand-9752.html,,Aubière,,,,,
"UFR sciences et techniques des activités physiques et sportives - Collegium lettres, langues, sciences humaines et sociales",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-sciences-et-techniques-des-activites-physiques-et-sportives-collegium-lettres--8364.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-sciences-et-techniques-des-activites-physiques-et-sportives-collegium-lettres--8364.html,UFR STAPS,Aubière,,,,,
Observatoire de physique du globe de Clermont-Ferrand - Collegium sciences fondamentales,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-observatoire-de-physique-du-globe-de-clermont-ferrand-collegium-sciences-fondament-8363.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-observatoire-de-physique-du-globe-de-clermont-ferrand-collegium-sciences-fondament-8363.html,OPGC,Aubière,,,,,
UFR de mathématiques - Collegium sciences fondamentales,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-de-mathematiques-collegium-sciences-fondamentales-8361.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-de-mathematiques-collegium-sciences-fondamentales-8361.html,,Aubière,,,,,
"UFR langues, cultures et communication - Collegium lettres, langues, sciences humaines et sociales",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-langues-cultures-et-communication-collegium-lettres-langues-sciences-humaines--8360.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-langues-cultures-et-communication-collegium-lettres-langues-sciences-humaines--8360.html,UFR LCC,Clermont-Ferrand,,,,,
"UFR psychologie, sciences sociales et sciences de l'éducation - Collegium lettres, langues, sciences humaines et sociales",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-psychologie-sciences-sociales-et-sciences-de-l-education-collegium-lettres-lan-8359.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-psychologie-sciences-sociales-et-sciences-de-l-education-collegium-lettres-lan-8359.html,UFR PSSSE,Clermont-Ferrand,,,,,
Faculté sciences humaines et sociales,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-sciences-humaines-et-sociales-8785.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-sciences-humaines-et-sociales-8785.html,Faculté SHS,Saint-Étienne,,,,,
Faculté des sciences et techniques,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-sciences-et-techniques-8784.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-sciences-et-techniques-8784.html,FST,Saint-Étienne,,,,,
"Faculté de psychologie, sciences humaines et sociales",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-departement-de-psychologie-sciences-humaines-et-sociales-8780.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-departement-de-psychologie-sciences-humaines-et-sociales-8780.html,,Lyon,,,,,
Centre d'études pédagogiques pour l'expérimentation et le conseil,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-d-etudes-pedagogiques-pour-l-experimentation-et-le-conseil-8778.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-d-etudes-pedagogiques-pour-l-experimentation-et-le-conseil-8778.html,CEPEC,Craponne,,,,,
CFA DIFCAM Sud-Est,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/cfa-difcam-sud-est.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/cfa-difcam-sud-est.html,DIFCAM,Champagne-au-Mont-d'Or,,,,,
Saint-Etienne School of Economics,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/institut-dadministration-des-entreprises.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/institut-dadministration-des-entreprises.html,SE²,Saint-Étienne,,,,,
Ecole des hautes études en sciences sociales Lyon,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-des-hautes-etudes-en-sciences-sociales-9636.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-des-hautes-etudes-en-sciences-sociales-9636.html,EHESS,Lyon,,,,,
AgroParisTech - campus de Clermont-Ferrand,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-agroparistech-centre-de-clermont-ferrand-9752.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-agroparistech-centre-de-clermont-ferrand-9752.html,,Aubière,,,,,
"Ecole internationale du papier, de la communication imprimée et des biomatériaux",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-internationale-du-papier-de-la-communication-imprimee-et-des-biomateriaux-4960.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-internationale-du-papier-de-la-communication-imprimee-et-des-biomateriaux-4960.html,Grenoble INP-Pagora,Saint-Martin-d'Hères,,,,,
"Ecole nationale supérieure de l'énergie, l'eau et l'environnement",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-l-energie-l-eau-et-l-environnement-4953.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-l-energie-l-eau-et-l-environnement-4953.html,Grenoble INP-Ense3,Grenoble,,,,,
École nationale supérieure d'informatique et de mathématiques appliquées,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-informatique-et-de-mathematiques-appliquees-4947.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-informatique-et-de-mathematiques-appliquees-4947.html,Grenoble INP-Ensimag,Saint-Martin-d'Hères,,,,,
"Ecole nationale supérieure de physique, électronique, matériaux",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html,Grenoble INP - Phelma UGA,Grenoble,,,,,
Ecole nationale supérieure de génie industriel,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-genie-industriel-4943.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-genie-industriel-4943.html,Grenoble INP - Génie industriel,Grenoble,,,,,
Ecole nationale supérieure d'architecture de Grenoble,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-architecture-de-grenoble-4938.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-architecture-de-grenoble-4938.html,ENSAG,Grenoble,,,,,
Institut supérieur de formation de l'enseignement catholique,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-de-formation-de-l-enseignement-catholique-4937.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-de-formation-de-l-enseignement-catholique-4937.html,ISFEC des Alpes,Seyssinet-Pariset,,,,,
